INSTANCE,ALGORITHM,SEED,STATUS,OBJECTIVE,NODES
rococoC12-111000,maravilha,173,Feasible,35786,51787
rococoC12-111000,none,173,Feasible,37412,50000
rococoC12-111000,rothberg,173,Feasible,36277,50008
rococoC12-111000,cplex-default,281,Feasible,36248,67461
rococoC12-111000,cplex-polishing,281,Feasible,35840,50010
rococoC12-111000,maravilha,281,Feasible,35840,50835
rococoC12-111000,none,281,Feasible,36248,50000
rococoC12-111000,rothberg,281,Feasible,36248,50626
rococoC12-111000,cplex-default,409,Feasible,36234,68336
rococoC12-111000,cplex-polishing,409,Feasible,35966,50014
rococoC12-111000,maravilha,409,Feasible,35628,52102
rococoC12-111000,none,409,Feasible,36234,50000
rococoC12-111000,rothberg,409,Feasible,36032,50025
rococoC12-111000,cplex-default,541,Feasible,35903,64536
rococoC12-111000,cplex-polishing,541,Feasible,35875,50010
rococoC12-111000,maravilha,541,Feasible,35868,50429
rococoC12-111000,none,541,Feasible,35903,50000
rococoC12-111000,rothberg,541,Feasible,35903,50680
rvb-sub,cplex-default,29,Feasible,53.47278,63409
rvb-sub,cplex-polishing,29,Feasible,53.47278,50001
rvb-sub,maravilha,29,Feasible,53.47278,50066
rvb-sub,none,29,Feasible,53.47278,50000
rvb-sub,rothberg,29,Feasible,53.47278,50025
rvb-sub,cplex-default,173,Feasible,45.47611,58269
rvb-sub,cplex-polishing,173,Feasible,45.47611,50002
rvb-sub,maravilha,173,Feasible,45.47611,50241
rvb-sub,none,173,Feasible,45.47611,50000
rvb-sub,rothberg,173,Feasible,45.47611,50012
rvb-sub,cplex-default,281,Feasible,27.22,63085
rvb-sub,cplex-polishing,281,Feasible,27.22,50001
rvb-sub,maravilha,281,Feasible,27.22,50135
rvb-sub,none,281,Feasible,27.22,50000
rvb-sub,rothberg,281,Feasible,27.22,50034
rvb-sub,cplex-default,409,Feasible,51.71667,65790
rvb-sub,cplex-polishing,409,Feasible,43.71667,50002
rvb-sub,maravilha,409,Feasible,51.71667,50095
rvb-sub,none,409,Feasible,51.71667,50000
rvb-sub,rothberg,409,Feasible,51.71667,50017
rvb-sub,cplex-default,541,Feasible,61.40667,68689
rvb-sub,cplex-polishing,541,Feasible,45.22278,50001
rvb-sub,maravilha,541,Feasible,51.13611,50045
rvb-sub,none,541,Feasible,67.06944,50000
rvb-sub,rothberg,541,Feasible,67.06944,50012
sct1,cplex-default,29,Feasible,-180.42698,80341
sct1,cplex-polishing,29,Feasible,-181.8975,50012
sct1,maravilha,29,Feasible,-182.44657,50983
sct1,none,29,Feasible,-180.3521,50000
sct1,rothberg,29,Feasible,-181.7361,50150
sct1,cplex-default,173,Feasible,-178.2979,80729
sct1,cplex-polishing,173,Feasible,-180.9105,50017
sct1,maravilha,173,Feasible,-180.95538,53394
sct1,none,173,Feasible,-177.93687,50000
sct1,rothberg,173,Feasible,-182.35202,50028
sct1,cplex-default,281,Feasible,-176.62046,89278
sct1,cplex-polishing,281,Feasible,-178.11807,50010
sct1,maravilha,281,Feasible,-177.27992,50902
sct1,none,281,Feasible,-175.99842,50000
sct1,rothberg,281,Feasible,-178.17846,50020
sct1,cplex-default,409,Feasible,-179.26386,84216
sct1,cplex-polishing,409,Feasible,-180.52513,50014
sct1,maravilha,409,Feasible,-180.00918,50784
sct1,none,409,Feasible,-179.06575,50000
sct1,rothberg,409,Feasible,-181.66215,50028
sct1,cplex-default,541,Feasible,-179.43878,83476
sct1,cplex-polishing,541,Feasible,-181.04412,50011
sct1,maravilha,541,Feasible,-180.89553,51636
sct1,none,541,Feasible,-178.89522,50000
sct1,rothberg,541,Feasible,-181.39646,50163
sct32,cplex-default,29,Feasible,-11.54312,80392
sct32,cplex-polishing,29,Feasible,-12.77024,50017
sct32,maravilha,29,Feasible,-11.81697,50891
sct32,none,29,Feasible,-11.39098,50000
sct32,rothberg,29,Feasible,-13.2304,50227
sct32,cplex-default,173,Feasible,-14.89971,69749
sct32,cplex-polishing,173,Feasible,-16.61495,50016
sct32,maravilha,173,Feasible,-16.74538,51928
sct32,none,173,Feasible,-13.84257,50000
sct32,rothberg,173,Feasible,-16.87862,50315
sct32,cplex-default,281,Feasible,-14.76269,64316
sct32,cplex-polishing,281,Feasible,-16.08206,50020
sct32,maravilha,281,Feasible,-15.61779,54110
sct32,none,281,Feasible,-14.76269,50000
sct32,rothberg,281,Feasible,-16.31818,50247
sct32,cplex-default,409,Feasible,-13.60136,69460
sct32,cplex-polishing,409,Feasible,-15.72941,50015
sct32,maravilha,409,Feasible,-15.75596,51364
sct32,none,409,Feasible,-13.60136,50000
sct32,rothberg,409,Feasible,-15.99023,50169
sct32,cplex-default,541,Feasible,-13.08434,70343
sct32,cplex-polishing,541,Feasible,-13.34172,50019
sct32,maravilha,541,Feasible,-12.63344,52637
sct32,none,541,Feasible,-10.49215,50000
sct32,rothberg,541,Feasible,-13.31559,50059
set3-10,cplex-default,29,Feasible,229270.80996,71858
set3-10,cplex-polishing,29,Feasible,204794.16347,50004
set3-10,maravilha,29,Feasible,200198.81656,50300
set3-10,none,29,Feasible,229270.80996,50000
set3-10,rothberg,29,Feasible,205549.84154,50004
set3-10,cplex-default,173,Feasible,231092.9827,72023
set3-10,cplex-polishing,173,Feasible,193398.92143,50003
set3-10,maravilha,173,Feasible,190830.6586,50401
set3-10,none,173,Feasible,231092.9827,50000
set3-10,rothberg,173,Feasible,191910.77714,50003
set3-10,cplex-default,281,Feasible,234147.29761,76045
set3-10,cplex-polishing,281,Feasible,208171.0336,50003
set3-10,maravilha,281,Feasible,203882.64046,50275
set3-10,none,281,Feasible,234147.29761,50000
set3-10,rothberg,281,Feasible,208854.32232,50004
set3-10,cplex-default,409,Feasible,218414.16628,74018
set3-10,cplex-polishing,409,Feasible,199014.65611,50004
set3-10,maravilha,409,Feasible,195434.17675,50830
set3-10,none,409,Feasible,218414.16628,50000
set3-10,rothberg,409,Feasible,196840.12042,50004
set3-10,cplex-default,541,Feasible,229134.57998,75495
set3-10,cplex-polishing,541,Feasible,211163.83282,50004
set3-10,maravilha,541,Feasible,198859.26813,50488
set3-10,none,541,Feasible,229134.57998,50000
set3-10,rothberg,541,Feasible,212263.02398,50005
set3-15,cplex-default,29,Feasible,167768.44081,75292
set3-15,cplex-polishing,29,Feasible,128624.48084,50003
set3-15,maravilha,29,Feasible,134992.82555,50198
set3-15,none,29,Feasible,167768.44081,50000
set3-15,rothberg,29,Feasible,129574.95906,50008
set3-15,cplex-default,173,Feasible,156480.04193,72379
set3-15,cplex-polishing,173,Feasible,141629.59717,50003
set3-15,maravilha,173,Feasible,138216.80833,50269
set3-15,none,173,Feasible,165531.60388,50000
set3-15,rothberg,173,Feasible,138216.80833,50005
set3-15,cplex-default,281,Feasible,155828.37224,72143
set3-15,cplex-polishing,281,Feasible,143881.653,50002
set3-15,maravilha,281,Feasible,144726.85025,50236
set3-15,none,281,Feasible,155828.37224,50000
set3-15,rothberg,281,Feasible,137320.55131,50003
set3-15,cplex-default,409,Feasible,154515.29884,72887
set3-15,cplex-polishing,409,Feasible,140348.46514,50002
set3-15,maravilha,409,Feasible,133372.77656,50311
set3-15,none,409,Feasible,154515.29884,50000
set3-15,rothberg,409,Feasible,136606.48016,50003
set3-15,cplex-default,541,Feasible,150970.69603,71454
set3-15,cplex-polishing,541,Feasible,140267.69125,50002
set3-15,maravilha,541,Feasible,139303.75037,50208
set3-15,none,541,Feasible,150970.69603,50000
set3-15,rothberg,541,Feasible,139303.75037,50006
set3-20,cplex-default,29,Feasible,215521.7247,72175
set3-20,cplex-polishing,29,Feasible,173354.76696,50002
set3-20,maravilha,29,Feasible,183630.47582,50086
set3-20,none,29,Feasible,215521.7247,50000
set3-20,rothberg,29,Feasible,173578.24437,50004
set3-20,cplex-default,173,Feasible,203582.17197,73670
set3-20,cplex-polishing,173,Feasible,181303.19069,50003
set3-20,maravilha,173,Feasible,170199.60098,50344
set3-20,none,173,Feasible,211900.34251,50000
set3-20,rothberg,173,Feasible,167270.0714,50003
set3-20,cplex-default,281,Feasible,186397.96698,73783
set3-20,cplex-polishing,281,Feasible,180861.59437,50002
set3-20,maravilha,281,Feasible,167338.43208,50932
set3-20,none,281,Feasible,201064.32466,50000
set3-20,rothberg,281,Feasible,170938.00641,50004
set3-20,cplex-default,409,Feasible,201410.30801,72368
set3-20,cplex-polishing,409,Feasible,169569.76237,50003
set3-20,maravilha,409,Feasible,168555.37219,50231
set3-20,none,409,Feasible,201410.30801,50000
set3-20,rothberg,409,Feasible,164720.12339,50008
set3-20,cplex-default,541,Feasible,182639.19242,76801
set3-20,cplex-polishing,541,Feasible,171267.31112,50005
set3-20,maravilha,541,Feasible,168970.88938,50283
set3-20,none,541,Feasible,182639.19242,50000
set3-20,rothberg,541,Feasible,170660.2012,50007
seymour-disj-10,cplex-default,29,Feasible,288,76099
seymour-disj-10,cplex-polishing,29,Feasible,288,50008
seymour-disj-10,maravilha,29,Feasible,287,50437
seymour-disj-10,none,29,Feasible,288,50000
seymour-disj-10,rothberg,29,Feasible,287,50005
seymour-disj-10,cplex-default,173,Feasible,287,67922
seymour-disj-10,cplex-polishing,173,Feasible,287,50009
seymour-disj-10,maravilha,173,Feasible,287,50251
seymour-disj-10,none,173,Feasible,287,50000
seymour-disj-10,rothberg,173,Feasible,287,51109
seymour-disj-10,cplex-default,281,Feasible,288,70656
seymour-disj-10,cplex-polishing,281,Feasible,287,50009
seymour-disj-10,maravilha,281,Feasible,287,50348
seymour-disj-10,none,281,Feasible,288,50000
seymour-disj-10,rothberg,281,Feasible,287,50326
seymour-disj-10,cplex-default,409,Feasible,288,74980
seymour-disj-10,cplex-polishing,409,Feasible,287,50008
seymour-disj-10,maravilha,409,Feasible,287,50295
seymour-disj-10,none,409,Feasible,288,50000
seymour-disj-10,rothberg,409,Feasible,287,50314
seymour-disj-10,cplex-default,541,Feasible,288,75854
seymour-disj-10,cplex-polishing,541,Feasible,287,50008
seymour-disj-10,maravilha,541,Feasible,287,50271
seymour-disj-10,none,541,Feasible,288,50000
seymour-disj-10,rothberg,541,Feasible,287,50010
shipsched,cplex-default,29,Feasible,137504,67254
shipsched,cplex-polishing,29,Feasible,136039,50003
shipsched,maravilha,29,Feasible,140462,50058
shipsched,none,29,Feasible,140476,50000
shipsched,rothberg,29,Feasible,139262,50045
shipsched,cplex-default,173,Feasible,145565,68470
shipsched,cplex-polishing,173,Feasible,137773,50003
shipsched,maravilha,173,Feasible,135919,50284
shipsched,none,173,Feasible,145701,50000
shipsched,rothberg,173,Feasible,145119,50035
shipsched,cplex-default,281,Feasible,152811,68232
shipsched,cplex-polishing,281,Feasible,144982,50004
shipsched,maravilha,281,Feasible,147000,50242
shipsched,none,281,Feasible,154694,50000
shipsched,rothberg,281,Feasible,154220.99995,50026
shipsched,cplex-default,409,Feasible,135507,69359
shipsched,cplex-polishing,409,Feasible,131299,50005
shipsched,maravilha,409,Feasible,131303,50285
shipsched,none,409,Feasible,137044,50000
shipsched,rothberg,409,Feasible,136182.99993,50037
shipsched,cplex-default,541,Feasible,132474,68369
shipsched,cplex-polishing,541,Feasible,125797,50003
shipsched,maravilha,541,Feasible,126221.99997,50163
shipsched,none,541,Feasible,135818,50000
shipsched,rothberg,541,Feasible,134298,50034
siena1,cplex-default,29,Feasible,57472333.5945,86654
siena1,cplex-polishing,29,Feasible,10589625.9003,50025
siena1,maravilha,29,Feasible,21939459.8608,50219
siena1,none,29,Feasible,67341376.3768,50000
siena1,rothberg,29,Feasible,10652700.9006,50026
siena1,cplex-default,173,Feasible,45118790.03988,83601
siena1,cplex-polishing,173,Feasible,11382119.6111,50032
siena1,maravilha,173,Feasible,15231482.06063,50171
siena1,none,173,Feasible,45615876.15608,50000
siena1,rothberg,173,Feasible,10854396.4039,50018
siena1,cplex-default,281,Feasible,109668946.42684,82521
siena1,cplex-polishing,281,Feasible,25595201.8729,50024
siena1,maravilha,281,Feasible,37714169.93858,50588
siena1,none,281,Feasible,119323429.1179,50000
siena1,rothberg,281,Feasible,12664645.2273,50030
siena1,cplex-default,409,Feasible,67377326.08269,87019
siena1,cplex-polishing,409,Feasible,10913635.4045,50026
siena1,maravilha,409,Feasible,19244548.3106,50191
siena1,none,409,Feasible,69647011.1176,50000
siena1,rothberg,409,Feasible,10769149.5024,50017
siena1,cplex-default,541,Feasible,82677226.85368,94261
siena1,cplex-polishing,541,Feasible,12106612.6225,50025
siena1,maravilha,541,Feasible,36272570.2678,50671
siena1,none,541,Feasible,96492193.9277,50000
siena1,rothberg,541,Feasible,11365687.6108,50033
sing2,cplex-default,29,Feasible,17405551.64287,72941
sing2,cplex-polishing,29,Feasible,17350079.37209,50014
sing2,maravilha,29,Feasible,17402290.39994,50434
sing2,none,29,Feasible,17406754.26047,50000
sing2,rothberg,29,Feasible,17384000.52127,50344
sing2,cplex-default,173,Feasible,17389427.20917,71577
sing2,cplex-polishing,173,Feasible,17338625.64886,50014
sing2,maravilha,173,Feasible,17377456.89336,50477
sing2,none,173,Feasible,17393414.29653,50000
sing2,rothberg,173,Feasible,17385073.56489,50360
sing2,cplex-default,281,Feasible,17368694.43443,74865
sing2,cplex-polishing,281,Feasible,17338398.46407,50012
sing2,maravilha,281,Feasible,17383422.57337,50409
sing2,none,281,Feasible,17384422.8063,50000
sing2,rothberg,281,Feasible,17376096.12503,50230
sing2,cplex-default,409,Feasible,17375094.95048,71080
sing2,cplex-polishing,409,Feasible,17356078.42003,50015
sing2,maravilha,409,Feasible,17387365.44932,50473
sing2,none,409,Feasible,17388084.00487,50000
sing2,rothberg,409,Feasible,17386339.54366,50309
sing2,cplex-default,541,Feasible,17400224.74851,80028
sing2,cplex-polishing,541,Feasible,17360495.05944,50018
sing2,maravilha,541,Feasible,17394725.59168,51610
sing2,none,541,Feasible,17422586.0261,50000
sing2,rothberg,541,Feasible,17398514.50241,50508
sts405,cplex-default,29,Feasible,345,87332
sts405,cplex-polishing,29,Feasible,344,50016
sts405,maravilha,29,Feasible,343,51696
sts405,none,29,Feasible,345,50000
sts405,rothberg,29,Feasible,342,50028
sts405,cplex-default,173,Feasible,346,94782
sts405,cplex-polishing,173,Feasible,343,50101
sts405,maravilha,173,Feasible,343,51399
sts405,none,173,Feasible,347,50000
sts405,rothberg,173,Feasible,345,50003
sts405,cplex-default,281,Feasible,346,86776
sts405,cplex-polishing,281,Feasible,345,50013
sts405,maravilha,281,Feasible,345,53124
sts405,none,281,Feasible,347,50000
sts405,rothberg,281,Feasible,342,50010
sts405,cplex-default,409,Feasible,347,90401
sts405,cplex-polishing,409,Feasible,345,50016
sts405,maravilha,409,Feasible,347,51628
sts405,none,409,Feasible,347,50000
sts405,rothberg,409,Feasible,345,50002
sts405,cplex-default,541,Feasible,347,123367
sts405,cplex-polishing,541,Feasible,344,50045
sts405,maravilha,541,Feasible,346,63645
sts405,none,541,Feasible,347,50000
sts405,rothberg,541,Feasible,342,50099
uc-case3,cplex-default,29,Feasible,7204.91877,80190
uc-case3,cplex-polishing,29,Feasible,7204.91877,50016
uc-case3,maravilha,29,Feasible,7204.91877,51029
uc-case3,none,29,Feasible,7204.91877,50000
uc-case3,rothberg,29,Feasible,7204.91877,50537
uc-case3,cplex-default,173,Feasible,7204.91877,98314
uc-case3,cplex-polishing,173,Feasible,7204.91877,50026
uc-case3,maravilha,173,Feasible,7204.91877,50561
uc-case3,none,173,Feasible,7204.91877,50000
uc-case3,rothberg,173,Feasible,7204.91877,50706
uc-case3,cplex-default,281,Feasible,7204.91877,113995
uc-case3,cplex-polishing,281,Feasible,7204.91877,50014
uc-case3,maravilha,281,Feasible,7204.91877,50662
uc-case3,none,281,Feasible,7204.91877,50000
uc-case3,rothberg,281,Feasible,7204.91877,50449
uc-case3,cplex-default,409,Feasible,7204.91877,108556
uc-case3,cplex-polishing,409,Feasible,7204.91877,50015
uc-case3,maravilha,409,Feasible,7204.91877,51611
uc-case3,none,409,Feasible,7204.91877,50000
uc-case3,rothberg,409,Feasible,7204.91877,50208
uc-case3,cplex-default,541,Feasible,7204.91877,102776
uc-case3,cplex-polishing,541,Feasible,7204.91877,50023
uc-case3,maravilha,541,Feasible,7204.91877,50730
uc-case3,none,541,Feasible,7204.91877,50000
uc-case3,rothberg,541,Feasible,7204.91877,50653
usAbbrv-8-25_70,cplex-default,29,Feasible,123,62136
usAbbrv-8-25_70,cplex-polishing,29,Feasible,122,50008
usAbbrv-8-25_70,maravilha,29,Feasible,122,50623
usAbbrv-8-25_70,none,29,Feasible,123,50000
usAbbrv-8-25_70,rothberg,29,Feasible,123,50151
usAbbrv-8-25_70,cplex-default,173,Feasible,123,65035
usAbbrv-8-25_70,cplex-polishing,173,Feasible,121,50010
usAbbrv-8-25_70,maravilha,173,Feasible,121,50525
usAbbrv-8-25_70,none,173,Feasible,123,50000
usAbbrv-8-25_70,rothberg,173,Feasible,121,50060
usAbbrv-8-25_70,cplex-default,281,Feasible,123,63731
usAbbrv-8-25_70,cplex-polishing,281,Feasible,121,50008
usAbbrv-8-25_70,maravilha,281,Feasible,121,50440
usAbbrv-8-25_70,none,281,Feasible,123,50000
usAbbrv-8-25_70,rothberg,281,Feasible,122,50031
usAbbrv-8-25_70,cplex-default,409,Feasible,124,68196
usAbbrv-8-25_70,cplex-polishing,409,Feasible,121,50013
usAbbrv-8-25_70,maravilha,409,Feasible,121,50643
usAbbrv-8-25_70,none,409,Feasible,124,50000
usAbbrv-8-25_70,rothberg,409,Feasible,121,50334
usAbbrv-8-25_70,cplex-default,541,Feasible,123,64096
usAbbrv-8-25_70,cplex-polishing,541,Feasible,120,50008
usAbbrv-8-25_70,maravilha,541,Feasible,120,50513
usAbbrv-8-25_70,none,541,Feasible,123,50000
usAbbrv-8-25_70,rothberg,541,Feasible,120,50026
wnq-n100-mw99-14,cplex-default,29,Feasible,277,75068
wnq-n100-mw99-14,cplex-polishing,29,Feasible,269,50008
wnq-n100-mw99-14,maravilha,29,Feasible,270,50047
wnq-n100-mw99-14,none,29,Feasible,279,50000
wnq-n100-mw99-14,rothberg,29,Feasible,269,50002
wnq-n100-mw99-14,cplex-default,173,Feasible,277,76775
wnq-n100-mw99-14,cplex-polishing,173,Feasible,277,50008
wnq-n100-mw99-14,maravilha,173,Feasible,277,50046
wnq-n100-mw99-14,none,173,Feasible,277,50000
wnq-n100-mw99-14,rothberg,173,Feasible,272,50001
wnq-n100-mw99-14,cplex-default,281,Feasible,279,75723
wnq-n100-mw99-14,cplex-polishing,281,Feasible,271,50008
wnq-n100-mw99-14,maravilha,281,Feasible,272,50051
wnq-n100-mw99-14,none,281,Feasible,279,50000
wnq-n100-mw99-14,rothberg,281,Feasible,274,50001
wnq-n100-mw99-14,cplex-default,409,Feasible,281,76278
wnq-n100-mw99-14,cplex-polishing,409,Feasible,267,50008
wnq-n100-mw99-14,maravilha,409,Feasible,281,50058
wnq-n100-mw99-14,none,409,Feasible,281,50000
wnq-n100-mw99-14,rothberg,409,Feasible,269,50001
wnq-n100-mw99-14,cplex-default,541,Feasible,272,75573
wnq-n100-mw99-14,cplex-polishing,541,Feasible,272,50008
wnq-n100-mw99-14,maravilha,541,Feasible,272,50046
wnq-n100-mw99-14,none,541,Feasible,272,50000
wnq-n100-mw99-14,rothberg,541,Feasible,268,50001
